Username,Repo name,Stars,Repo_urls
sottlmarek,DevSecOps,3000,https://github.com//sottlmarek/DevSecOps
Azure,azure-sdk-for-python,2800,https://github.com//Azure/azure-sdk-for-python
APIs-guru,openapi-directory,2800,https://github.com//APIs-guru/openapi-directory
babel,babel,41000,https://github.com//babel/babel
nylas,nylas-mail,24600,https://github.com//nylas/nylas-mail
swc-project,swc,22500,https://github.com//swc-project/swc
kriasoft,react-starter-kit,21200,https://github.com//kriasoft/react-starter-kit
avajs,ava,19800,https://github.com//avajs/ava
electron-react-boilerplate,electron-react-boilerplate,19700,https://github.com//electron-react-boilerplate/electron-react-boilerplate
SimulatedGREG,electron-vue,14900,https://github.com//SimulatedGREG/electron-vue
grab,front-end-guide,14400,https://github.com//grab/front-end-guide
jamiebuilds,babel-handbook,11000,https://github.com//jamiebuilds/babel-handbook
grommet,grommet,7900,https://github.com//grommet/grommet
developit,htm,7600,https://github.com//developit/htm
angular-fullstack,generator-angular-fullstack,6100,https://github.com//angular-fullstack/generator-angular-fullstack
ben-rogerson,twin.macro,5800,https://github.com//ben-rogerson/twin.macro
documentationjs,documentation,5500,https://github.com//documentationjs/documentation
insin,nwb,5500,https://github.com//insin/nwb
egoist,poi,5300,https://github.com//egoist/poi
thinkjs,thinkjs,5300,https://github.com//thinkjs/thinkjs
fkling,astexplorer,4700,https://github.com//fkling/astexplorer
transitive-bullshit,create-react-library,4700,https://github.com//transitive-bullshit/create-react-library
babel,babel-loader,4600,https://github.com//babel/babel-loader
duxianwei520,react,4600,https://github.com//duxianwei520/react
jaredpalmer,backpack,4500,https://github.com//jaredpalmer/backpack
babel,minify,4300,https://github.com//babel/minify
thx,gogocode,3300,https://github.com//thx/gogocode
tleunen,babel-plugin-module-resolver,3200,https://github.com//tleunen/babel-plugin-module-resolver
andywer,webpack-blocks,3000,https://github.com//andywer/webpack-blocks
babel,babel-eslint,3000,https://github.com//babel/babel-eslint
privatenumber,esbuild-loader,2900,https://github.com//privatenumber/esbuild-loader
kunalkapadia,express-mongoose-es6-rest-api,2800,https://github.com//kunalkapadia/express-mongoose-es6-rest-api
Atyantik,react-pwa,2500,https://github.com//Atyantik/react-pwa
jlevy,the-art-of-command-line,107000,https://github.com//jlevy/the-art-of-command-line
nvm-sh,nvm,58500,https://github.com//nvm-sh/nvm
junegunn,fzf,45000,https://github.com//junegunn/fzf
google,zx,31700,https://github.com//google/zx
dylanaraps,pure-bash-bible,31200,https://github.com//dylanaraps/pure-bash-bible
koalaman,shellcheck,29000,https://github.com//koalaman/shellcheck
LeCoupa,awesome-cheatsheets,28900,https://github.com//LeCoupa/awesome-cheatsheets
mathiasbynens,dotfiles,27900,https://github.com//mathiasbynens/dotfiles
acmesh-official,acme.sh,27000,https://github.com//acmesh-official/acme.sh
starship,starship,26800,https://github.com//starship/starship
alebcay,awesome-shell,23700,https://github.com//alebcay/awesome-shell
jaywcjlove,linux-command,18800,https://github.com//jaywcjlove/linux-command
withfig,autocomplete,18200,https://github.com//withfig/autocomplete
dylanaraps,neofetch,15400,https://github.com//dylanaraps/neofetch
Nyr,openvpn-install,15200,https://github.com//Nyr/openvpn-install
rbenv,rbenv,14200,https://github.com//rbenv/rbenv
powerline,powerline,13300,https://github.com//powerline/powerline
shelljs,shelljs,13300,https://github.com//shelljs/shelljs
Bash-it,bash-it,13000,https://github.com//Bash-it/bash-it
faressoft,terminalizer,12700,https://github.com//faressoft/terminalizer
jessfraz,dockerfiles,12600,https://github.com//jessfraz/dockerfiles
denisidoro,navi,11200,https://github.com//denisidoro/navi
codota,TabNine,9200,https://github.com//codota/TabNine
direnv,direnv,9100,https://github.com//direnv/direnv
carlospolop,PEASS-ng,9000,https://github.com//carlospolop/PEASS-ng
skywind3000,awesome-cheatsheets,8900,https://github.com//skywind3000/awesome-cheatsheets
rgcr,m-cli,8900,https://github.com//rgcr/m-cli
alexanderepstein,Bash-Snippets,8700,https://github.com//alexanderepstein/Bash-Snippets
kanaka,mal,8700,https://github.com//kanaka/mal
angristan,openvpn-install,8200,https://github.com//angristan/openvpn-install
bitcoin,bitcoin,64599,https://github.com//bitcoin/bitcoin
ccxt,ccxt,24800,https://github.com//ccxt/ccxt
freqtrade,freqtrade,17700,https://github.com//freqtrade/freqtrade
HelloZeroNet,ZeroNet,17500,https://github.com//HelloZeroNet/ZeroNet
askmike,gekko,9900,https://github.com//askmike/gekko
bbfamily,abu,9100,https://github.com//bbfamily/abu
solana-labs,solana,8900,https://github.com//solana-labs/solana
lbryio,lbry-sdk,7100,https://github.com//lbryio/lbry-sdk
dvf,blockchain,7000,https://github.com//dvf/blockchain
yeasy,blockchain_guide,6100,https://github.com//yeasy/blockchain_guide
lightningnetwork,lnd,6100,https://github.com//lightningnetwork/lnd
spesmilo,electrum,5700,https://github.com//spesmilo/electrum
butor,blackbird,5600,https://github.com//butor/blackbird
btcsuite,btcd,4800,https://github.com//btcsuite/btcd
bitcoinjs,bitcoinjs-lib,4600,https://github.com//bitcoinjs/bitcoinjs-lib
bitcoinj,bitcoinj,4300,https://github.com//bitcoinj/bitcoinj
CryptoSignal,Crypto-Signal,4000,https://github.com//CryptoSignal/Crypto-Signal
bisq-network,bisq,4000,https://github.com//bisq-network/bisq
jesse-ai,jesse,4000,https://github.com//jesse-ai/jesse
coinpride,CryptoList,3700,https://github.com//coinpride/CryptoList
michaelgrosner,tribeca,3700,https://github.com//michaelgrosner/tribeca
RomelTorres,alpha_vantage,3700,https://github.com//RomelTorres/alpha_vantage
btcpayserver,btcpayserver,3600,https://github.com//btcpayserver/btcpayserver
Zheaoli,awesome-coins,3600,https://github.com//Zheaoli/awesome-coins
bitpay,wallet,3500,https://github.com//bitpay/wallet
Jeiwan,blockchain_go,3400,https://github.com//Jeiwan/blockchain_go
SqueezerIO,squeezer,3300,https://github.com//SqueezerIO/squeezer
cointop-sh,cointop,3200,https://github.com//cointop-sh/cointop
bitcoin-wallet,bitcoin-wallet,2900,https://github.com//bitcoin-wallet/bitcoin-wallet
ctubio,Krypto-trading-bot,2800,https://github.com//ctubio/Krypto-trading-bot
twbs,bootstrap,158000,https://github.com//twbs/bootstrap
ColorlibHQ,AdminLTE,41100,https://github.com//ColorlibHQ/AdminLTE
tabler,tabler,26000,https://github.com//tabler/tabler
mdbootstrap,mdb-ui-kit,22300,https://github.com//mdbootstrap/mdb-ui-kit
react-bootstrap,react-bootstrap,20800,https://github.com//react-bootstrap/react-bootstrap
ColorlibHQ,gentelella,20500,https://github.com//ColorlibHQ/gentelella
verekia,js-stack-from-scratch,19100,https://github.com//verekia/js-stack-from-scratch
bootstrap-vue,bootstrap-vue,13900,https://github.com//bootstrap-vue/bootstrap-vue
thomaspark,bootswatch,13600,https://github.com//thomaspark/bootswatch
uxsolutions,bootstrap-datepicker,12500,https://github.com//uxsolutions/bootstrap-datepicker
wenzhixin,bootstrap-table,11300,https://github.com//wenzhixin/bootstrap-table
coreui,coreui-free-bootstrap-admin-template,11200,https://github.com//coreui/coreui-free-bootstrap-admin-template
reactstrap,reactstrap,10300,https://github.com//reactstrap/reactstrap
Templarian,MaterialDesign,10200,https://github.com//Templarian/MaterialDesign
snapappointments,bootstrap-select,9600,https://github.com//snapappointments/bootstrap-select
mdbootstrap,material-design-for-bootstrap,9500,https://github.com//mdbootstrap/material-design-for-bootstrap
StartBootstrap,startbootstrap-sb-admin-2,9200,https://github.com//StartBootstrap/startbootstrap-sb-admin-2
ng-bootstrap,ng-bootstrap,7900,https://github.com//ng-bootstrap/ng-bootstrap
BlackrockDigital,startbootstrap,7200,https://github.com//BlackrockDigital/startbootstrap
olton,Metro-UI-CSS,6900,https://github.com//olton/Metro-UI-CSS
twbs,icons,6200,https://github.com//twbs/icons
creativetimofficial,material-kit,5700,https://github.com//creativetimofficial/material-kit
febsteam,FEBS-Shiro,5700,https://github.com//febsteam/FEBS-Shiro
valor-software,ngx-bootstrap,5400,https://github.com//valor-software/ngx-bootstrap
kartik-v,bootstrap-fileinput,5200,https://github.com//kartik-v/bootstrap-fileinput
Bttstrp,bootstrap-switch,5100,https://github.com//Bttstrp/bootstrap-switch
jschr,bootstrap-modal,5000,https://github.com//jschr/bootstrap-modal
givanz,VvvebJs,4900,https://github.com//givanz/VvvebJs
cloudfavorites,favorites-web,4500,https://github.com//cloudfavorites/favorites-web
seyhunak,twitter-bootstrap-rails,4500,https://github.com//seyhunak/twitter-bootstrap-rails
ccxt,ccxt,24800,https://github.com//ccxt/ccxt
discordjs,discord.js,19500,https://github.com//discordjs/discord.js
python-telegram-bot,python-telegram-bot,18800,https://github.com//python-telegram-bot/python-telegram-bot
hubotio,hubot,16200,https://github.com//hubotio/hubot
RasaHQ,rasa,14400,https://github.com//RasaHQ/rasa
InstaPy,InstaPy,14300,https://github.com//InstaPy/InstaPy
wechaty,wechaty,12900,https://github.com//wechaty/wechaty
gunthercox,ChatterBot,12300,https://github.com//gunthercox/ChatterBot
tgbot-collection,YYeTsBot,11400,https://github.com//tgbot-collection/YYeTsBot
Rapptz,discord.py,10800,https://github.com//Rapptz/discord.py
howdyai,botkit,10700,https://github.com//howdyai/botkit
botpress,botpress,9700,https://github.com//botpress/botpress
sfyc23,EverydayWechat,9000,https://github.com//sfyc23/EverydayWechat
leon-ai,leon,8800,https://github.com//leon-ai/leon
microsoft,ailab,7100,https://github.com//microsoft/ailab
EZFNDEV,EZFN-Lobbybot,6900,https://github.com//EZFNDEV/EZFN-Lobbybot
microsoft,botframework-sdk,6800,https://github.com//microsoft/botframework-sdk
pedroslopez,whatsapp-web.js,6800,https://github.com//pedroslopez/whatsapp-web.js
yagop,node-telegram-bot-api,6200,https://github.com//yagop/node-telegram-bot-api
maxbbraun,trump2cash,6100,https://github.com//maxbbraun/trump2cash
deepmipt,DeepPavlov,5800,https://github.com//deepmipt/DeepPavlov
telegraf,telegraf,5800,https://github.com//telegraf/telegraf
botman,botman,5600,https://github.com//botman/botman
Mrs4s,go-cqhttp,5100,https://github.com//Mrs4s/go-cqhttp
axa-group,nlp.js,4900,https://github.com//axa-group/nlp.js
jef,streetmerchant,4800,https://github.com//jef/streetmerchant
BotsAppOfficial,BotsApp,4300,https://github.com//BotsAppOfficial/BotsApp
ohld,igbot,4200,https://github.com//ohld/igbot
jesse-ai,jesse,4000,https://github.com//jesse-ai/jesse
orkestral,venom,3900,https://github.com//orkestral/venom
Genymobile,scrcpy,66300,https://github.com//Genymobile/scrcpy
neovim,neovim,54300,https://github.com//neovim/neovim
git,git,42400,https://github.com//git/git
obsproject,obs-studio,38900,https://github.com//obsproject/obs-studio
fffaraz,awesome-cpp,37800,https://github.com//fffaraz/awesome-cpp
serhii-londar,open-source-mac-os-apps,30500,https://github.com//serhii-londar/open-source-mac-os-apps
FFmpeg,FFmpeg,30100,https://github.com//FFmpeg/FFmpeg
vim,vim,27300,https://github.com//vim/vim
curl,curl,25400,https://github.com//curl/curl
huihut,interview,24500,https://github.com//huihut/interview
ggreer,the_silver_searcher,23700,https://github.com//ggreer/the_silver_searcher
ruby,ruby,19200,https://github.com//ruby/ruby
mpv-player,mpv,18900,https://github.com//mpv-player/mpv
pbatard,rufus,18500,https://github.com//pbatard/rufus
ossrs,srs,18300,https://github.com//ossrs/srs
google,flatbuffers,18000,https://github.com//google/flatbuffers
oracle,graal,17100,https://github.com//oracle/graal
radareorg,radare2,16400,https://github.com//radareorg/radare2
microsoft,vcpkg,15900,https://github.com//microsoft/vcpkg
kovidgoyal,kitty,14900,https://github.com//kovidgoyal/kitty
shadowsocks,shadowsocks-libev,14900,https://github.com//shadowsocks/shadowsocks-libev
allinurl,goaccess,14800,https://github.com//allinurl/goaccess
hashcat,hashcat,14700,https://github.com//hashcat/hashcat
jarun,nnn,14300,https://github.com//jarun/nnn
TheAlgorithms,C,13700,https://github.com//TheAlgorithms/C
vurtun,nuklear,13400,https://github.com//vurtun/nuklear
facebook,infer,13300,https://github.com//facebook/infer
CoatiSoftware,Sourcetrail,12700,https://github.com//CoatiSoftware/Sourcetrail
qmk,qmk_firmware,12600,https://github.com//qmk/qmk_firmware
s-matyukevich,raspberry-pi-os,11500,https://github.com//s-matyukevich/raspberry-pi-os
electron,electron,102000,https://github.com//electron/electron
microsoft,playwright,39100,https://github.com//microsoft/playwright
FiloSottile,mkcert,35500,https://github.com//FiloSottile/mkcert
iamadamdev,bypass-paywalls-chrome,26500,https://github.com//iamadamdev/bypass-paywalls-chrome
ovity,octotree,22000,https://github.com//ovity/octotree
segmentio,nightmare,19200,https://github.com//segmentio/nightmare
jaywcjlove,linux-command,18800,https://github.com//jaywcjlove/linux-command
checkly,headless-recorder,14200,https://github.com//checkly/headless-recorder
prisma-archive,chromeless,13200,https://github.com//prisma-archive/chromeless
google,WebFundamentals,13200,https://github.com//google/WebFundamentals
casesandberg,react-color,10700,https://github.com//casesandberg/react-color
GoogleChrome,chrome-extensions-samples,10100,https://github.com//GoogleChrome/chrome-extensions-samples
crimx,ext-saladict,9200,https://github.com//crimx/ext-saladict
gildas-lormeau,SingleFile,8600,https://github.com//gildas-lormeau/SingleFile
MetaMask,metamask-extension,8200,https://github.com//MetaMask/metamask-extension
uBlock-LLC,uBlock,8100,https://github.com//uBlock-LLC/uBlock
chromedp,chromedp,7700,https://github.com//chromedp/chromedp
alvarcarto,url-to-pdf-api,6600,https://github.com//alvarcarto/url-to-pdf-api
kangvcar,InfoSpider,6200,https://github.com//kangvcar/InfoSpider
Kenshin,simpread,6000,https://github.com//Kenshin/simpread
yujiosaka,headless-chrome-crawler,5200,https://github.com//yujiosaka/headless-chrome-crawler
MontFerret,ferret,5000,https://github.com//MontFerret/ferret
ajayyy,SponsorBlock,4900,https://github.com//ajayyy/SponsorBlock
moonD4rk,HackBrowserData,4800,https://github.com//moonD4rk/HackBrowserData
themerdev,themer,4700,https://github.com//themerdev/themer
alyssaxuu,omni,4700,https://github.com//alyssaxuu/omni
browserless,chrome,4600,https://github.com//browserless/chrome
firefox-devtools,debugger,4600,https://github.com//firefox-devtools/debugger
burtonator,polar-bookshelf,4500,https://github.com//burtonator/polar-bookshelf
nieweidong,fetool,4400,https://github.com//nieweidong/fetool
iamadamdev,bypass-paywalls-chrome,26500,https://github.com//iamadamdev/bypass-paywalls-chrome
jaywcjlove,linux-command,18800,https://github.com//jaywcjlove/linux-command
refined-github,refined-github,18000,https://github.com//refined-github/refined-github
checkly,headless-recorder,14200,https://github.com//checkly/headless-recorder
darkreader,darkreader,14200,https://github.com//darkreader/darkreader
unbug,codelf,12900,https://github.com//unbug/codelf
Anarios,return-youtube-dislike,9500,https://github.com//Anarios/return-youtube-dislike
crimx,ext-saladict,9200,https://github.com//crimx/ext-saladict
gildas-lormeau,SingleFile,8600,https://github.com//gildas-lormeau/SingleFile
listen1,listen1_chrome_extension,8500,https://github.com//listen1/listen1_chrome_extension
appbaseio,dejavu,7800,https://github.com//appbaseio/dejavu
dailydotdev,daily,7300,https://github.com//dailydotdev/daily
alyssaxuu,screenity,7200,https://github.com//alyssaxuu/screenity
Kenshin,simpread,6000,https://github.com//Kenshin/simpread
ajayyy,SponsorBlock,4900,https://github.com//ajayyy/SponsorBlock
dessant,buster,4900,https://github.com//dessant/buster
manojVivek,medium-unlimited,4800,https://github.com//manojVivek/medium-unlimited
AutomaApp,automa,4700,https://github.com//AutomaApp/automa
alyssaxuu,omni,4700,https://github.com//alyssaxuu/omni
webclipper,web-clipper,4200,https://github.com//webclipper/web-clipper
altair-graphql,altair,4200,https://github.com//altair-graphql/altair
zxlie,FeHelper,4100,https://github.com//zxlie/FeHelper
openstyles,stylus,3900,https://github.com//openstyles/stylus
bilibili-helper,bilibili-helper-o,3800,https://github.com//bilibili-helper/bilibili-helper-o
dejan,rails_panel,3700,https://github.com//dejan/rails_panel
hcfyapp,crx-selection-translate,3700,https://github.com//hcfyapp/crx-selection-translate
KartikTalwar,gmail.js,3500,https://github.com//KartikTalwar/gmail.js
honestbleeps,Reddit-Enhancement-Suite,3500,https://github.com//honestbleeps/Reddit-Enhancement-Suite
WorldBrain,Memex,3500,https://github.com//WorldBrain/Memex
vinta,pangu.js,3500,https://github.com//vinta/pangu.js
